polygon wkt,period,numSamples,abundanceType,auto_and_mix_dinos,carniv_zoo,ciliates,copepods,crustacean,diatom,dinoflagellate,fish_larvae,gelatinous,holoplankton,lg_copepods,lg_phyto,meroplankton,non_carniv_zoo,pelagic_diatoms,phytoplankton,potentially_toxic/nuisance_diatoms,potentially_toxic/nuisance_dinos,sm_copepods,sm_phyto,tychopelagic_diatoms,taxa used
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-04,2,ind/3m^3,n/a,n/a,n/a,1.0,1.0,n/a,n/a,0.5,n/a,1.0,1.0,n/a,n/a,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus""], ""crustacean"": [""Calanus finmarchicus""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus finmarchicus""], ""lg_copepods"": [""Calanus finmarchicus""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Calanus finmarchicus""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-05,3,ind/3m^3,n/a,n/a,n/a,3083.667,3085.667,n/a,n/a,0.667,n/a,3085.667,3067.0,n/a,n/a,3086.333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-06,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-07,3,ind/3m^3,n/a,n/a,n/a,189.0,189.333,n/a,n/a,n/a,n/a,189.333,122.333,n/a,n/a,189.333,n/a,n/a,n/a,n/a,16.667,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-08,6,ind/3m^3,61666.667,296.5,n/a,911.333,1071.5,110833.333,61666.667,n/a,n/a,1363.167,528.0,155833.333,18.167,1084.833,110833.333,172500.0,n/a,n/a,283.333,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus"", ""Ceratium lineatum""], ""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""diatom"": [""Leptocylindrus mediterraneus"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex"", ""Proboscia inermis""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium fusus"", ""Ceratium lineatum""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Evadne spp."", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Proboscia alata"", ""Ceratium fusus"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Leptocylindrus mediterraneus"", ""Pseudo-nitzschia delicatissima complex""], ""meroplankton"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Calanus I-IV"", ""Acartia spp. (unidentified)"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Harpacticoida Total Traverse"", ""Calanus helgolandicus"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Leptocylindrus mediterraneus"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Pseudo-nitzschia delicatissima complex"", ""Proboscia inermis""], ""phytoplankton"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Chaetoceros(Hyalochaete) spp."", ""Proboscia alata"", ""Ceratium fusus"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Leptocylindrus mediterraneus"", ""Pseudo-nitzschia delicatissima complex""], ""sm_copepods"": [""Harpacticoida Total Traverse"", ""Oithona spp."", ""Acartia spp. (unidentified)""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-09,5,ind/3m^3,74000.0,223.0,n/a,961.2,970.8,32000.0,74000.0,0.2,n/a,1191.0,151.2,94000.0,211.2,1179.4,29000.0,106000.0,n/a,n/a,710.0,n/a,3000.0,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Ceratium fusus"", ""Dinophysis spp. Total"", ""Ceratium lineatum""], ""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Rhizosolenia imbricata"", ""Navicula spp."", ""Thalassionema nitzschioides"", ""Proboscia alata"", ""Thalassiosira spp."", ""Proboscia inermis""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Ceratium fusus"", ""Dinophysis spp. Total"", ""Ceratium lineatum""], ""fish_larvae"": [""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Ceratium tripos"", ""Rhizosolenia imbricata"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Proboscia alata"", ""Ceratium fusus"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Thalassionema nitzschioides""], ""meroplankton"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Acartia spp. (unidentified)"", ""Bivalvia larvae"", ""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Fish larvae"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiosira spp."", ""Rhizosolenia imbricata"", ""Thalassionema nitzschioides"", ""Proboscia alata"", ""Proboscia inermis""], ""phytoplankton"": [""Rhizosolenia imbricata"", ""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Thalassiosira spp."", ""Proboscia alata"", ""Ceratium fusus"", ""Dinophysis spp. Total"", ""Proboscia inermis"", ""Ceratium lineatum"", ""Thalassionema nitzschioides"", ""Navicula spp.""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""], ""tychopelagic_diatoms"": [""Navicula spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-10,6,ind/3m^3,75833.333,87.0,n/a,117.667,139.833,17500.0,75833.333,n/a,n/a,225.5,42.667,88333.333,59.5,198.0,17500.0,93333.333,n/a,n/a,41.667,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""carniv_zoo"": [""Clione limacina"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Oithona spp."", ""Centropages typicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Centropages typicus"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex"", ""Thalassionema nitzschioides"", ""Rhizosolenia hebetata semispina""], ""dinoflagellate"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium macroceros"", ""Ceratium furca"", ""Ceratium fusus""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Centropages typicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Evadne spp."", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Clione limacina"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Ceratium fusus"", ""Thalassionema nitzschioides"", ""Rhizosolenia hebetata semispina"", ""Pseudo-nitzschia delicatissima complex""], ""meroplankton"": [""Echinoderm larvae"", ""Bivalvia larvae"", ""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Centropages typicus"", ""Decapoda larvae (Total)"", ""Evadne spp."", ""Acartia spp. (unidentified)"", ""Bivalvia larvae"", ""Calanus I-IV"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiosira spp."", ""Pseudo-nitzschia delicatissima complex"", ""Thalassionema nitzschioides"", ""Rhizosolenia hebetata semispina""], ""phytoplankton"": [""Ceratium tripos"", ""Ceratium longipes"", ""Ceratium horridum"", ""Ceratium furca"", ""Ceratium macroceros"", ""Thalassiosira spp."", ""Ceratium fusus"", ""Thalassionema nitzschioides"", ""Rhizosolenia hebetata semispina"", ""Pseudo-nitzschia delicatissima complex""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp."", ""Centropages typicus""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-11,3,ind/3m^3,n/a,0.333,n/a,3.667,6.0,n/a,n/a,n/a,n/a,6.0,3.667,n/a,n/a,5.667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)""], ""copepods"": [""Calanus finmarchicus""], ""crustacean"": [""Hyperiidea (Total)"", ""Calanus finmarchicus"", ""Euphausiacea Total""], ""holoplankton"": [""Hyperiidea (Total)"", ""Calanus finmarchicus"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus finmarchicus""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Euphausiacea Total""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1965-12,3,ind/3m^3,n/a,n/a,n/a,1.0,3.333,n/a,n/a,n/a,n/a,3.333,1.0,n/a,n/a,3.333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""holoplankton"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-01,6,ind/3m^3,n/a,1.833,n/a,22.167,25.167,n/a,n/a,n/a,n/a,27.0,13.833,n/a,n/a,25.167,n/a,n/a,n/a,n/a,8.333,n/a,n/a,"{""carniv_zoo"": [""Chaetognatha eyecount"", ""Tomopteris spp.""], ""copepods"": [""Rhincalanus nasutus"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus hyperboreus""], ""crustacean"": [""Rhincalanus nasutus"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Metridia lucens"", ""Calanus hyperboreus""], ""holoplankton"": [""Rhincalanus nasutus"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Metridia lucens"", ""Tomopteris spp."", ""Calanus hyperboreus"", ""Chaetognatha eyecount""], ""lg_copepods"": [""Rhincalanus nasutus"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Calanus hyperboreus""], ""non_carniv_zoo"": [""Rhincalanus nasutus"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Metridia lucens"", ""Calanus hyperboreus""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-02,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-03,3,ind/3m^3,n/a,n/a,n/a,2.0,6.667,n/a,n/a,n/a,n/a,6.667,2.0,n/a,n/a,6.667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus finmarchicus""], ""crustacean"": [""Calanus finmarchicus"", ""Euphausiacea Total""], ""holoplankton"": [""Calanus finmarchicus"", ""Euphausiacea Total""], ""lg_copepods"": [""Calanus finmarchicus""], ""non_carniv_zoo"": [""Calanus finmarchicus"", ""Euphausiacea Total""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-04,6,ind/3m^3,n/a,10.5,n/a,567.167,569.667,19166.667,n/a,n/a,n/a,579.167,483.833,n/a,0.167,568.833,19166.667,19166.667,n/a,n/a,58.333,n/a,n/a,"{""carniv_zoo"": [""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Hyperiidea (Total)"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp.""], ""holoplankton"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp.""], ""phytoplankton"": [""Chaetoceros(Hyalochaete) spp."", ""Thalassiosira spp.""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-05,3,ind/3m^3,n/a,n/a,n/a,218.333,222.667,n/a,n/a,0.667,n/a,222.667,201.667,n/a,n/a,223.333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""fish_larvae"": [""Fish eggs (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus""], ""non_carniv_zoo"": [""Fish eggs (Total)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-06,8,ind/3m^3,5625.0,89.625,n/a,600.875,604.625,n/a,5625.0,3.625,n/a,693.125,532.125,5625.0,n/a,607.125,n/a,5625.0,n/a,n/a,50.0,n/a,n/a,"{""auto_and_mix_dinos"": [""Ceratium longipes"", ""Ceratium horridum""], ""carniv_zoo"": [""Clione limacina"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Para-Pseudocalanus spp.""], ""dinoflagellate"": [""Ceratium longipes"", ""Ceratium horridum""], ""fish_larvae"": [""Fish eggs (Total)"", ""Fish larvae""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Clione limacina"", ""Calanus helgolandicus"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Calanus helgolandicus""], ""lg_phyto"": [""Ceratium longipes"", ""Ceratium horridum""], ""non_carniv_zoo"": [""Acartia spp. (unidentified)"", ""Fish eggs (Total)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Euphausiacea Total"", ""Fish larvae"", ""Calanus helgolandicus"", ""Para-Pseudocalanus spp.""], ""phytoplankton"": [""Ceratium longipes"", ""Ceratium horridum""], ""sm_copepods"": [""Acartia spp. (unidentified)""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-07,8,ind/3m^3,n/a,75.625,n/a,376.875,382.125,1875.0,n/a,n/a,n/a,457.5,339.375,n/a,6.25,388.125,1875.0,1875.0,n/a,n/a,12.5,n/a,n/a,"{""carniv_zoo"": [""Anomalocera patersoni"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Anomalocera patersoni"", ""Calanus finmarchicus"", ""Oithona spp."", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Anomalocera patersoni"", ""Euphausiacea Total"", ""Oithona spp."", ""Metridia lucens"", ""Hyperiidea (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Thalassiosira spp.""], ""holoplankton"": [""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Anomalocera patersoni"", ""Euphausiacea Total"", ""Oithona spp."", ""Metridia lucens"", ""Hyperiidea (Total)"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Anomalocera patersoni"", ""Calanus finmarchicus"", ""Metridia lucens""], ""meroplankton"": [""Echinoderm larvae""], ""non_carniv_zoo"": [""Echinoderm larvae"", ""Acartia spp. (unidentified)"", ""Calanus I-IV"", ""Calanus finmarchicus"", ""Oithona spp."", ""Euphausiacea Total"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Thalassiosira spp.""], ""phytoplankton"": [""Thalassiosira spp.""], ""sm_copepods"": [""Acartia spp. (unidentified)"", ""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-08,3,ind/3m^3,n/a,217.333,n/a,207.333,217.667,n/a,n/a,n/a,n/a,434.333,207.333,n/a,0.667,217.667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""carniv_zoo"": [""Clione limacina"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Decapoda larvae (Total)""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Clione limacina"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Decapoda larvae (Total)""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-09,0,ind/3m^3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-10,3,ind/3m^3,n/a,236.0,n/a,168.333,176.667,66666.667,n/a,n/a,n/a,412.0,135.0,66666.667,0.667,176.667,66666.667,66666.667,n/a,n/a,16.667,n/a,n/a,"{""carniv_zoo"": [""Clione limacina"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)""], ""copepods"": [""Calanus I-IV"", ""Oithona spp."", ""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""diatom"": [""Proboscia alata"", ""Rhizosolenia styliformis""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Clione limacina"", ""Chaetognatha eyecount"", ""Thecosomata (North Atlantic)"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""lg_phyto"": [""Proboscia alata"", ""Rhizosolenia styliformis""], ""meroplankton"": [""Decapoda larvae (Total)""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Oithona spp."", ""Decapoda larvae (Total)"", ""Para-Pseudocalanus spp.""], ""pelagic_diatoms"": [""Proboscia alata"", ""Rhizosolenia styliformis""], ""phytoplankton"": [""Proboscia alata"", ""Rhizosolenia styliformis""], ""sm_copepods"": [""Oithona spp.""]}"
"POLYGON ((1 60, 3 60, 3 58, 1 58, 1 60))",1966-11,2,ind/3m^3,n/a,n/a,n/a,114.5,119.0,n/a,n/a,n/a,n/a,119.0,89.5,n/a,n/a,119.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"{""copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Para-Pseudocalanus spp.""], ""crustacean"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""holoplankton"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""], ""lg_copepods"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens""], ""non_carniv_zoo"": [""Calanus I-IV"", ""Calanus finmarchicus"", ""Metridia lucens"", ""Euphausiacea Total"", ""Para-Pseudocalanus spp.""]}"
